http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L307	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5881	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	46.267	6.167	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L308	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5883	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	46.383	6.483	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L309	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5884	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	46.4	3.3	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L310	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5885	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	46.5	4.367	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L311	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5886	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	46.517	0.367	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L312	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5887	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	46.933	3.95	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L313	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5888	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	47.017	3.883	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L314	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5889	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	47.183	3.933	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L315	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5891	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	47.367	3.783	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L316	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5895	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	47.767	4.95	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L317	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5899	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.05	6.6	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L318	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5902	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.1	5.583	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L319	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5903	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.1	6.533	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L320	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5904	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.45	0.05	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L321	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5905	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.533	0.083	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L322	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5907	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.617	0.6	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L323	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5908	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.683	0.75	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L324	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5910	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	48.933	5.25	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L325	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5914	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	49.017	6.333	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L326	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5915	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	49.05	0.9	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L327	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5917	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	49.133	1.35	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L328	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5918	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	49.183	4.183	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L329	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5920	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	49.25	5.617	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L330	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5921	10.3391/ai.2017.12.4.10	Grandjean, F., Roques, J., Delaunay, C., Petrusek, A., Becking, T., & Collas, M. (2017). Status of Pacifastacus leniusculus and its role in recent crayfish plague outbreaks in France: improving distribution and crayfish plague infection patterns. Aquatic Invasions, 12(4), 541-549.	49.333	5.4	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Thomas Baudry
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L331	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1722	10.1007/s10530-007-9092-2	Johnsen SI, Taugbøl T, Andersen O, Museth J, Vrålstad T. 2007. The first record of the non-indigenous signal crayfish Pasifastacus leniusculus in Norway. Biological Invasions 9: 939-941	59.057222	9.675556	High	Pacifastacus leniusculus	Aphanomyces astaci	2006	Trude Vrålstad

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	URL	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L332	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1723	https://brage.nina.no/nina-xmlui/handle/11250/2390485	Johnsen, S.I., Strand, D., Vrålstad, T. & Wivestad, T. 2009. Introdusert signalkreps på Ostøya i Bærum kommune, Akershus. Kartlegging og krepsepestanalyse. NINA Rapport 499. 17 s.	59.867968	10.573107	High	Pacifastacus leniusculus	Aphanomyces astaci	2009	Trude Vrålstad
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L333	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1724	https://hdl.handle.net/11250/3110718	Johnsen, S.I., Strand, D.A. & Amundsen M.M. 2023. Nasjonal overvåking av edelkreps og spredning av signalkreps - presenta sjon av overvåkingsdata og bestandsstatus – oppdatert 2023 – NINA Rapport 2223. Norsk institutt for naturforskning	61.106176	11.45618	High	Pacifastacus leniusculus	Aphanomyces astaci	2023	David Strand
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L334	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1729	https://hdl.handle.net/11250/2775442	Johnsen, S.I., Strand, D.A., Vrålstad, T., Kollerud, E., Bergerud, J., Sandem, K., Sandodden, R. & Wivestad, T. 2021. Signalkreps (Pacifastacus leniusculus) i Norge - Historikk, utbredelse og bestandsstatus. NINA Rapport 1991. Norsk institutt for naturforskning.	59.602729	11.103786	High	Pacifastacus leniusculus	Aphanomyces astaci	2020	David Strand
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L335	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1730	https://hdl.handle.net/11250/2775442	Johnsen, S.I., Strand, D.A., Vrålstad, T., Kollerud, E., Bergerud, J., Sandem, K., Sandodden, R. & Wivestad, T. 2021. Signalkreps (Pacifastacus leniusculus) i Norge - Historikk, utbredelse og bestandsstatus. NINA Rapport 1991. Norsk institutt for naturforskning.	64.499673	13.836816	High	Pacifastacus leniusculus	Aphanomyces astaci	2013	David Strand
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L336	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1731	https://brage.nina.no/nina-xmlui/handle/11250/2642803 	Johnsen, SI, Strand, D, Hansen, M, Biering, E & Vrålstad, T. 2011. Signalkreps og krepsepest i Skittenholvatnet og Oppsalvatnet, Hemne kommune - Kartlegging, vurdering av spredningsrisiko og forslag til tiltak. - NINA Rapport 753. 27 s. + vedlegg	63.161931	8.940625	High	Pacifastacus leniusculus	Aphanomyces astaci	2011	Trude Vrålstad
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L337	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1732	https://brage.nina.no/nina-xmlui/handle/11250/2642803 	Johnsen, SI, Strand, D, Hansen, M, Biering, E & Vrålstad, T. 2011. Signalkreps og krepsepest i Skittenholvatnet og Oppsalvatnet, Hemne kommune - Kartlegging, vurdering av spredningsrisiko og forslag til tiltak. - NINA Rapport 753. 27 s. + vedlegg	63.174647	8.922813	High	Pacifastacus leniusculus	Aphanomyces astaci	2011	Trude Vrålstad

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L338	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1739	10.1111/1365-2664.13404	Strand DA, Rusch JC, Johnsen SI, Agersnap S, Larsen W, Knudsen SW, Rask-Møller P, Vrålstad T. 2019. Monitoring of a Norwegian freshwater crayfish tragedy - eDNA snapshots of invasion, infection and extinction. Journal of Applied Ecology 56: 1661-1673	59.488005	11.644723	High	Pacifastacus leniusculus	Aphanomyces astaci	2014	David Strand
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L339	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1755	10.3354/dao02386	Vrålstad T, Johnsen SI, Fristad RF, Edsman L, Strand DA. 2011. Potent infection reservoir of crayfish plague now permanently established in Norway. Diseases of Aquatic Organisms 97:75-83	59.333978	11.63858	High	Pacifastacus leniusculus	Aphanomyces astaci	2008	Trude Vrålstad
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L340	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3482	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	51.80944444	-0.00611111	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L341	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3483	10.1016/j.jip.2017.02.003	James, J., Mrugała, A., Oidtmann, B., Petrusek, A., & Cable, J. (2017). Apparent interspecific transmission of Aphanomyces astaci from invasive signal to virile crayfish in a sympatric wild population. Journal of invertebrate pathology, 145, 68-71.	51.70652778	-0.01802778	High	Pacifastacus leniusculus	Aphanomyces astaci	2014	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L342	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3485	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	51.8	-0.07555556	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L343	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3487	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	52.56166667	-0.45638889	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L344	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3489	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	51.75388889	-1.02055556	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L345	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3490	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	51.80222222	-1.36472222	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L346	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3492	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	53.08138889	-1.9075	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L347	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3493	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	54.06555556	-2.00138889	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L348	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3495	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	52.59166667	-2.1125	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L349	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3502	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	51.84111111	-3.00305556	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L350	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3505	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	52.10333333	-3.21611111	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L351	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3506	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	52.10944444	-3.23083333	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L352	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI3508	10.1017/S0031182016002419	James, J., Nutbeam-Tuffs, S., Cable, J., Mrugała, A., Viñuela-Rodriguez, N., Petrusek, A., & Oidtmann, B. (2017). The prevalence of Aphanomyces astaci in invasive signal crayfish from the UK and implications for native crayfish conservation. Parasitology, 144(4), 411-418.	53.03166667	-3.7375	High	Pacifastacus leniusculus	Aphanomyces astaci	2017	Hossein Masigol
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L353	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WK1550	10.1051/kmae:2006033 	Hefti, D., & Stucki, P. (2006). Crayfish management for Swiss waters. Bulletin Français de la Pêche et de la Pisciculture, (380-381), 937-950.	46.41057085	6.272337803	Low	Pacifastacus leniusculus	Aphanomyces astaci	2004	Mihaela C. Ion
